id,short_desc,severity,failure_impact_type,action_urgency_type
9209,Open Type Dialog is too slow,normal,performance degradation,needs attention soon
236506,Fragment not refreshed properly by the configurator,normal,user-facing bug,needs attention soon
60515,StackOverflowError checking out org.eclipse.help.webapp and org.eclipse.tomcat,blocker,system failure / crash,immediate action required
22525,[TM Sync View] Not prompted to upload conflicts,normal,user-facing bug,needs attention soon
40519,"""Revert block"" doesn't call validateEdit",normal,user-facing bug,needs attention soon
234261,"[memory] ""Update Policy"" menu is enabled for memory monitors that don't support it.",normal,user-facing bug,needs attention soon
196846,SWT.PASSWORD flag is not supported in StyledText,major,security vulnerability,immediate action required
3746,Deleting main method does not remove running icon in subtypes view (1GELGH5) [render] [type hierarchy],minor,user-facing bug,needs attention soon
225665,Two error dialogs appear when trying to share a project with extssh info when ssh plug-ins are not available,normal,user-facing bug,needs attention soon
35324,[Contributions] ActionContributionItem.handleWidgetSelection wrong for MenuItems of RadioButton style,major,user-facing bug,needs attention soon
227092,"""link with editor"" unreliable",minor,user-facing bug,needs attention soon
9656,Refactor/Rename method parameter should change javadoc,minor,user-facing bug,needs attention soon
234248,[Memory View] Should be able to show (rendering) tabs of all monitors together.,enhancement,non-critical feature request,can wait (low urgency)
71146,[Browser] Browser widget should allow to hide 3D border,normal,non-critical feature request,can wait (low urgency)
114909,AST: String concatenation represented as single node,normal,user-facing bug,needs attention soon
59166,Last active editor is not highlighted,normal,user-facing bug,needs attention soon
206402,[Progress] IProgressConstants.KEEP_ONE should remove job when another job starts,normal,user-facing bug,needs attention soon
4228,Widget is disposed error (1GKCZQM),normal,system failure / crash,immediate action required
50377,Swt MANIFEST.MF not adjusted to repackaging of SWT_AWT.,normal,user-facing bug,needs attention soon
295319,Table: Background color not drawn with empty EraseItem-Listener,normal,user-facing bug,needs attention soon
142749,"[EditorMgmt] NPE while closing editors, if input resource has been removed",normal,system failure / crash,immediate action required
71675,NPE starting drag in persp. bar.,normal,system failure / crash,immediate action required
226384,"Help ""running eclipse"" topic elides two headings",normal,user-facing bug,needs attention soon
191368,Policy URL in preferences doesn't support UTF-8 characters,normal,user-facing bug,needs attention soon
30626,"Project Set import needs to allow root directory to be specified, or potentially dir for each project in set",enhancement,non-critical feature request,can wait (low urgency)
335910,SynchronizableDocument causes deadlock by firing events inside of a lock,normal,system failure / crash,immediate action required
257903,[Contributions] ToolTip on the ToolBar and Menu Visibility tabs of Customize Perspective Dialog should be better placed or appear after a delay.,normal,performance degradation,needs attention soon
56577,[Colors/Fonts] Importing color preferences is not applied until restart,normal,user-facing bug,needs attention soon
270490,A web page opened in embedded Mozilla Browser could move/resize Shell window,major,user-facing bug,needs attention soon
297509,"[IDE] FileFolderSelectionDialog unnecessarily tells me my selection is ""OK""",minor,user-facing bug,needs attention soon
215897,[Contributions] (regression) popup menu missing contributions,normal,user-facing bug,needs attention soon
320184,Error=1 after autocompletion tooltip is shown and hit enter on an option.,critical,system failure / crash,immediate action required
75500,Step into Selection --> Step Into Selection,minor,user-facing bug,needs attention soon
78069,Master/Details Part registerPage() javadoc: method won't work for interfaces,enhancement,non-critical feature request,can wait (low urgency)
140536,"[Markers]Task in same line is not appered, when create markers with using",normal,user-facing bug,needs attention soon
37331,UI operations that call IType.createXXXX methods should handle potential JavaModelException [code manipulation],normal,user-facing bug,needs attention soon
7414,SWTException when closing workbench window,normal,system failure / crash,immediate action required
42484,NPE if ctrl dbl click in Ant properties block,normal,system failure / crash,immediate action required
106603,[model] Rename Type still reports syntax error after switch to 5.0,normal,user-facing bug,needs attention soon
3473,mnemonics (1GF25DN),major,user-facing bug,needs attention soon
163203,"[Sync View] synchronize view: When selected multiply projects the label now says: ""CVS X items""",normal,user-facing bug,needs attention soon
69246,Previous plug-in version not used when newer version is deleted,normal,user-facing bug,needs attention soon
71205,Error trying get pixel color in OpenGL,normal,user-facing bug,needs attention soon
31324,hyper link style navigation behaves strange with 'Shift' or 'None' modifiers,normal,user-facing bug,needs attention soon
166706,[Databinding] WritableList.clear() does not clear the list,normal,user-facing bug,needs attention soon
28743,trying to see test hiearchy freezes eclipse [JUnit],critical,system failure / crash,immediate action required
30577,Actions should check for IAdaptable#getAdapter(IJavaElement.class) [misc] [general issue],normal,user-facing bug,needs attention soon
55754,[Welcome] Welcome does not size properly,major,user-facing bug,needs attention soon
262900,[Commands] Properties action disabled in debug view,normal,user-facing bug,needs attention soon
79785,Constructor call in argument list not found,normal,user-facing bug,needs attention soon
334917,[About] About text needs to be updated to 2011,normal,user-facing bug,needs attention soon
67268,Double-clicking on the editor chevron zooms/unzooms editor area,normal,user-facing bug,needs attention soon
135743,Build 3.2M6 crashes on startup after UI layout changed in previous session,blocker,system failure / crash,immediate action required
320524,a call to swing UIManager.setLookAndFeel makes SWT freeze (proof with MessageBox) under linux/gtk,normal,system failure / crash,immediate action required
44697,Bug when i search reference of 'String' in 3.0M4,normal,user-facing bug,needs attention soon
43825,File --> New --> Class option available before PROJECT is created,normal,user-facing bug,needs attention soon
14112,Show in Navigator doesn't work for non-java resources,normal,user-facing bug,needs attention soon
195190,First Eclipse update requires a JPA enablement,normal,user-facing bug,needs attention soon
189045,tooltips for buttons not appearing,normal,user-facing bug,needs attention soon
170437,"[Model Sync] Coloring of changed packages, classes and methods",enhancement,non-critical feature request,can wait (low urgency)
188747,"[doc] ""Realizes"" should be replaced with ""Opens"" in help doc",normal,non-critical feature request,can wait (low urgency)
32247,Missing hashCode in org.eclipse.debug.internal.core.LaunchConfigurationInfo,normal,user-facing bug,needs attention soon
73696,"searching only works for IJavaSearchConstants.TYPE, but not CLASS or INTERFACE",normal,user-facing bug,needs attention soon
